Id,SalePrice
1994,223296.8
1995,186831.4
1996,294477.31
1997,334215.37
1998,300644.09
1999,326368.41
2000,323320.27
2001,298237.67
2002,249546.39
2003,246948.94
2004,289421.33
2005,231835.82
2006,230777.64
2007,246253.16
2008,244167.77
2009,220143.45
2010,199769.27
2011,131295.89
2012,191537.01
2013,190687.22
2014,193779.38
2015,231028.29
2016,205194.77
2017,208598.39
2018,117638.66
2019,136235.95
2020,83859.11
2021,112950.38
2022,201538.26
2023,139496.12
2024,297268.54
2025,351482.22
2026,178671.88
2027,166414.26
2028,158843.63
2029,174078.57
2030,258309.78
2031,227955.24
2032,256994.71
2033,246972.3
2034,180451.21
2035,231396.08
2036,200865.8
2037,214063.94
2038,322782.12
2039,252761.96
2040,318472.15
2041,325339.99
2042,211832.08
2043,181673.25
2044,172949.9
2045,214599.05
2046,155847.82
2047,137564.45
2048,154399.65
2049,143503.27
2050,163722.6
2051,127896.06
2052,125866.03
2053,151355.58
2054,90595.07
2055,165149.15
2056,149458.19
2057,109759.61
2058,216025.76
2059,135712.82
2060,179655.8
2061,163410.99
2062,124994.53
2063,127314.34
2064,137732.56
2065,119219.04
2066,174821.49
2067,137752.66
2068,156460.14
2069,93083.04
2070,104777.48
2071,112039.56
2072,141091.53
2073,130114.7
2074,159587.92
2075,175063.68
2076,130591.77
2077,168923.88
2078,136738.26
2079,140341.43
2080,110878.88
2081,131646.34
2082,141932.15
2083,160554.63
2084,109960.11
2085,108126.5
2086,112674.96
2087,120750.0
2088,99174.33
2089,86049.53
2090,130302.66
2091,105326.51
2092,141678.69
2093,142497.99
2094,119578.44
2095,174617.93
2096,95247.99
2097,91302.33
2098,149556.09
2099,43292.55
2100,52064.09
2101,112592.41
2102,122809.96
2103,107015.07
2104,138280.93
2105,136282.71
2106,23228.63
2107,190951.62
2108,122990.56
2109,111506.75
2110,125344.75
2111,131417.31
2112,144118.25
2113,123989.17
2114,121259.8
2115,169195.77
2116,137617.6
2117,154402.04
2118,144117.03
2119,112305.69
2120,109817.63
2121,113515.81
2122,128665.67
2123,123030.45
2124,179424.29
2125,137762.28
2126,174875.24
2127,185601.17
2128,137140.48
2129,63258.01
2130,134278.35
2131,130961.01
2132,111286.08
2133,134193.54
2134,119520.91
2135,88730.2
2136,70624.14
2137,117527.41
2138,137425.3
2139,143050.78
2140,150044.51
2141,190182.53
2142,136701.49
2143,162565.61
2144,144857.99
2145,147723.92
2146,195051.41
2147,153911.4
2148,120387.72
2149,126912.9
2150,245544.63
2151,137083.01
2152,168245.04
2153,189637.58
2154,94130.84
2155,143593.75
2156,238905.03
2157,233968.94
2158,254878.07
2159,227822.12
2160,197549.33
2161,230191.19
2162,368777.89
2163,346990.51
2164,261628.23
2165,212135.88
2166,163407.91
2167,225490.63
2168,177872.49
2169,196482.82
2170,213794.57
2171,159732.0
2172,141837.94
2173,204179.66
2174,215234.08
2175,273249.21
2176,309703.15
2177,242694.96
2178,211946.48
2179,135621.94
2180,223339.63
2181,204639.29
2182,223157.29
2183,197489.81
2184,128419.94
2185,121936.4
2186,152697.53
2187,160468.41
2188,164978.62
2189,298580.86
2190,95053.45
2191,84994.9
2192,97649.91
2193,120811.31
2194,110231.66
2195,104370.75
2196,115314.49
2197,124681.77
2198,174300.67
2199,197366.79
2200,161813.56
2201,166926.43
2202,213533.32
2203,162946.23
2204,206306.43
2205,134321.47
2206,179206.68
2207,239289.17
2208,258223.21
2209,258918.22
2210,133866.35
2211,130772.97
2212,123865.61
2213,103546.54
2214,142654.06
2215,102157.86
2216,160118.41
2217,47700.14
2218,61185.84
2219,75963.28
2220,25550.35
2221,355068.94
2222,317514.78
2223,276478.17
2224,209642.49
2225,148188.69
2226,176245.67
2227,200989.02
2228,297551.4
2229,247962.1
2230,163435.41
2231,222427.96
2232,191019.37
2233,198185.69
2234,257058.93
2235,233056.58
2236,247195.54
2237,292656.3
2238,215314.56
2239,76916.35
2240,151095.18
2241,127613.71
2242,126958.14
2243,127848.88
2244,111512.82
2245,127226.14
2246,141374.6
2247,125846.42
2248,130030.47
2249,122945.53
2250,127016.85
2251,102033.86
2252,188908.37
2253,174626.83
2254,194435.27
2255,192007.81
2256,175186.94
2257,211307.99
2258,154486.48
2259,185139.3
2260,156518.41
2261,250407.49
2262,253482.67
2263,401798.07
2264,452323.45
2265,146951.91
2266,337218.99
2267,378661.05
2268,452742.49
2269,165753.25
2270,198496.03
2271,209673.51
2272,200687.53
2273,159370.71
2274,187777.2
2275,157140.55
2276,205544.31
2277,172714.26
2278,158323.58
2279,146671.66
2280,101562.4
2281,153727.52
2282,162694.84
2283,120669.34
2284,136655.91
2285,144410.28
2286,123035.2
2287,401807.44
2288,306109.95
2289,337900.82
2290,431436.73
2291,368208.57
2292,424478.42
2293,441876.96
2294,395843.77
2295,455177.55
2296,273030.44
2297,403841.29
2298,398400.93
2299,347281.97
2300,330410.91
2301,360106.91
2302,269923.57
2303,264734.97
2304,266226.92
2305,217599.38
2306,206715.08
2307,222457.43
2308,251923.74
2309,316556.32
2310,236500.87
2311,219117.75
2312,191528.09
2313,174968.54
2314,185240.78
2315,192707.07
2316,214393.02
2317,199355.7
2318,192543.56
2319,198846.57
2320,187790.48
2321,239797.48
2322,202197.85
2323,210703.84
2324,196890.35
2325,213330.11
2326,186215.92
2327,205059.0
2328,226362.4
2329,193209.92
2330,184635.61
2331,328763.89
2332,383414.1
2333,319928.3
2334,282631.22
2335,309627.44
2336,307520.97
2337,196574.36
2338,247229.53
2339,223782.46
2340,374523.87
2341,213403.44
2342,230022.31
2343,231419.85
2344,211611.67
2345,223497.17
2346,224366.91
2347,209703.13
2348,253524.64
2349,222305.86
2350,326923.77
2351,287711.98
2352,240618.8
2353,254389.2
2354,154131.67
2355,149655.41
2356,151311.04
2357,196715.89
2358,207597.96
2359,125786.35
2360,119644.31
2361,148357.68
2362,247186.8
2363,148586.37
2364,168106.71
2365,204811.64
2366,205467.72
2367,221279.49
2368,225592.63
2369,206218.29
2370,172204.26
2371,160867.03
2372,199460.43
2373,291032.39
2374,315978.08
2375,246340.66
2376,297200.82
2377,319795.46
2378,166978.5
2379,215507.15
2380,138134.51
2381,172184.07
2382,217786.65
2383,191038.06
2384,233940.39
2385,175069.11
2386,135947.7
2387,133420.33
2388,142149.19
2389,126944.14
2390,183023.64
2391,156122.46
2392,125250.71
2393,189252.07
2394,160872.57
2395,211339.49
2396,138113.67
2397,202488.58
2398,127342.97
2399,82606.74
2400,75396.22
2401,143460.4
2402,145503.75
2403,154486.42
2404,165234.21
2405,167247.66
2406,145920.81
2407,131505.45
2408,132544.51
2409,116091.97
2410,178063.69
2411,121161.87
2412,159043.62
2413,129546.25
2414,180611.33
2415,148050.68
2416,140188.11
2417,146371.4
2418,144884.22
2419,130815.73
2420,133192.86
2421,128233.3
2422,113118.54
2423,126885.27
2424,154026.92
2425,202383.17
2426,147071.04
2427,121561.96
2428,196603.86
2429,110994.56
2430,133232.29
2431,121996.8
2432,175224.79
2433,167338.31
2434,148437.16
2435,172416.99
2436,145708.55
2437,98923.84
2438,122101.32
2439,96115.14
2440,128035.85
2441,98283.1
2442,94773.04
2443,145873.0
2444,137443.05
2445,86316.31
2446,141882.26
2447,199086.92
2448,144558.36
2449,114043.02
2450,161549.0
2451,123183.89
2452,204751.74
2453,111046.24
2454,138102.39
2455,129110.71
2456,132071.63
2457,160553.16
2458,158350.1
2459,115074.69
2460,159822.06
2461,138729.44
2462,131400.64
2463,143246.23
2464,182499.06
2465,133368.87
2466,114480.29
2467,128755.41
2468,100848.41
2469,90911.88
2470,204856.45
2471,213645.93
2472,167599.2
2473,121669.85
2474,70511.68
2475,196390.08
2476,119398.1
2477,122205.55
2478,149485.95
2479,102262.6
2480,168182.67
2481,128573.25
2482,116669.65
2483,107114.64
2484,130115.73
2485,133204.31
2486,172984.33
2487,216247.62
2488,172813.6
2489,164132.64
2490,148879.32
2491,89508.74
2492,195421.43
2493,166877.91
2494,147144.45
2495,77951.15
2496,228462.25
2497,156058.32
2498,124088.6
2499,110061.41
2500,130234.44
2501,140251.06
2502,144041.86
2503,110063.67
2504,176610.38
2505,246862.08
2506,250842.85
2507,268631.25
2508,246473.81
2509,220836.73
2510,214704.54
2511,179331.5
2512,219222.89
2513,226620.56
2514,262968.7
2515,163054.46
2516,179934.26
2517,154277.93
2518,159427.47
2519,261365.84
2520,230820.79
2521,189100.85
2522,223486.81
2523,106131.0
2524,150979.28
2525,162738.57
2526,167053.57
2527,132581.23
2528,156395.58
2529,162939.35
2530,137428.37
2531,260912.4
2532,219542.47
2533,201229.18
2534,254581.4
2535,260317.47
2536,210588.81
2537,264359.08
2538,192520.39
2539,188677.22
2540,192821.13
2541,185928.93
2542,171752.77
2543,128310.48
2544,113526.82
2545,141688.91
2546,129019.92
2547,148953.16
2548,186859.96
2549,162956.6
2550,551907.02
2551,150577.03
2552,143305.92
2553,84073.29
2554,92530.14
2555,107480.67
2556,99131.94
2557,113423.05
2558,189505.4
2559,163363.66
2560,190309.38
2561,172054.78
2562,183063.57
2563,165175.38
2564,229243.25
2565,199971.98
2566,176267.06
2567,161393.09
2568,219717.46
2569,247332.39
2570,120628.09
2571,202953.58
2572,165892.53
2573,223074.12
2574,290504.32
2575,140426.86
2576,141913.75
2577,160295.31
2578,68795.46
2579,51950.11
2580,104701.11
2581,125162.3
2582,105518.43
2583,292374.02
2584,170614.77
2585,190234.14
2586,207553.69
2587,199621.28
2588,139028.27
2589,147893.69
2590,198990.67
2591,235536.67
2592,220618.98
2593,263003.67
2594,195297.29
2595,226779.83
2596,273587.28
2597,207035.29
2598,289196.79
2599,367615.18
2600,135221.08
2601,123173.23
2602,78909.86
2603,97296.9
2604,83528.58
2605,78184.86
2606,141116.63
2607,224781.45
2608,183208.9
2609,161951.73
2610,101688.14
2611,125964.71
2612,154134.95
2613,124291.77
2614,112582.73
2615,169839.65
2616,163109.52
2617,200235.53
2618,225072.33
2619,204904.06
2620,197275.41
2621,178616.61
2622,184906.82
2623,235954.85
2624,297473.18
2625,287650.37
2626,179062.49
2627,192461.21
2628,490481.72
2629,501273.45
2630,416955.07
2631,464958.75
2632,427265.42
2633,326600.38
2634,440182.49
2635,141584.22
2636,185095.82
2637,208197.85
2638,258426.69
2639,195629.87
2640,160280.08
2641,107748.48
2642,161463.57
2643,118807.08
2644,120749.99
2645,116386.19
2646,102687.74
2647,116837.72
2648,146236.53
2649,159868.01
2650,129918.38
2651,145291.96
2652,388630.98
2653,263413.85
2654,293973.59
2655,426779.18
2656,349064.56
2657,370382.68
2658,336932.56
2659,346422.65
2660,376384.8
2661,369236.82
2662,396640.89
2663,292460.66
2664,314820.3
2665,345329.33
2666,308979.61
2667,192780.96
2668,193560.83
2669,193488.98
2670,267394.05
2671,199416.0
2672,195991.25
2673,189647.13
2674,193815.48
2675,199498.62
2676,197537.49
2677,202328.69
2678,234709.52
2679,285877.81
2680,299040.24
2681,396636.45
2682,315123.45
2683,477783.86
2684,336926.42
2685,318683.95
2686,251446.11
2687,290724.61
2688,212264.83
2689,219533.49
2690,360131.63
2691,200370.4
2692,157349.2
2693,210054.87
2694,132626.91
2695,208602.36
2696,193699.04
2697,189446.53
2698,207600.92
2699,166909.99
2700,152990.01
2701,147009.16
2702,107984.04
2703,141721.18
2704,146283.67
2705,104605.63
2706,89797.16
2707,108229.3
2708,141046.28
2709,109979.12
2710,137294.02
2711,270606.85
2712,392393.49
2713,165793.69
2714,146470.0
2715,172607.48
2716,136151.78
2717,207221.43
2718,220173.58
2719,157883.39
2720,187143.18
2721,130881.88
2722,164958.59
2723,145363.28
2724,135880.72
2725,129697.9
2726,138741.12
2727,190628.08
2728,192960.21
2729,151352.43
2730,151552.89
2731,141267.77
2732,153291.44
2733,164635.05
2734,121870.29
2735,139459.56
2736,134902.63
2737,125935.54
2738,135646.09
2739,144106.36
2740,142263.46
2741,154529.5
2742,165529.02
2743,165471.59
2744,171800.23
2745,151144.03
2746,142152.44
2747,164964.54
2748,124098.79
2749,145491.87
2750,117570.07
2751,141293.73
2752,170444.1
2753,163827.24
2754,230652.21
2755,143927.85
2756,87394.73
2757,90009.73
2758,92786.56
2759,178585.63
2760,128029.73
2761,141852.84
2762,135604.68
2763,190964.31
2764,182435.35
2765,274008.34
2766,130907.66
2767,106082.02
2768,136856.93
2769,157357.35
2770,144107.27
2771,109369.16
2772,104114.61
2773,184867.76
2774,145874.68
2775,124160.98
2776,149316.47
2777,153493.99
2778,110853.87
2779,146720.99
2780,103463.04
2781,100273.49
2782,95738.1
2783,114549.43
2784,137638.8
2785,146720.22
2786,54236.71
2787,117265.28
2788,79420.12
2789,175217.21
2790,104851.48
2791,114437.67
2792,68692.8
2793,155202.86
2794,85425.85
2795,126721.2
2796,100125.44
2797,195111.82
2798,120113.35
2799,98400.22
2800,67598.1
2801,112000.96
2802,132477.57
2803,173069.55
2804,136009.91
2805,129719.21
2806,76636.85
2807,172898.91
2808,164010.86
2809,126653.08
2810,132217.25
2811,173352.61
2812,200062.31
2813,159997.06
2814,158966.18
2815,123563.72
2816,191244.13
2817,167083.44
2818,126259.15
2819,206875.4
2820,139376.68
2821,128793.96
2822,166764.78
2823,300397.44
2824,186576.98
2825,172771.13
2826,146961.43
2827,124860.83
2828,244296.08
2829,229851.17
2830,223954.28
2831,193419.23
2832,236521.11
2833,326018.75
2834,238326.06
2835,240445.14
2836,195886.64
2837,161843.08
2838,142132.44
2839,167223.72
2840,207346.6
2841,204293.72
2842,227070.43
2843,152995.72
2844,177924.32
2845,129236.3
2846,208477.65
2847,224847.99
2848,209054.0
2849,200360.4
2850,265307.78
2851,205227.25
2852,226183.96
2853,234192.46
2854,144246.4
2855,206125.11
2856,205493.85
2857,191582.32
2858,212901.16
2859,93946.83
2860,131944.14
2861,124355.49
2862,194877.16
2863,133035.99
2864,250038.99
2865,151501.92
2866,130016.84
2867,80649.16
2868,98819.96
2869,90453.47
2870,98894.81
2871,80126.5
2872,33871.85
2873,96257.08
2874,138014.92
2875,112996.95
2876,162692.43
2877,152312.66
2878,165125.17
2879,140551.73
2880,111581.07
2881,146194.14
2882,207963.48
2883,215338.95
2884,195350.08
2885,186506.18
2886,247669.15
2887,111822.79
2888,152181.84
2889,36647.21
2890,90335.89
2891,146584.82
2892,36983.55
2893,81956.03
2894,30297.71
2895,354711.88
2896,296695.98
2897,221747.29
2898,129088.73
2899,214640.81
2900,161550.52
2901,202327.74
2902,199758.35
2903,304973.18
2904,357828.93
2905,92140.48
2906,211997.24
2907,109786.34
2908,121378.21
2909,128987.26
2910,70717.37
2911,79419.32
2912,159088.94
2913,75547.95
2914,63196.85
2915,72564.9
2916,88659.76
2917,169729.54
2918,106667.72
2919,220081.11
